,Fail_num,Score,Fitness,Sharpe,Returns,Turnover,Drawdown,Self_Corr,Exec_time,Generation,Thread_num,Task_num,Alpha,From_process
542,4,0.6165,0.38,0.81,7.79%,36.22%,17.82%,,56.46s,2,7,6,"rank(snt_value) + ts_std_dev(0.60023*unsystematic_risk_last_60_days + 0.39977*unsystematic_risk_last_90_days, 60)",6
543,4,0.616,0.66,0.58,-16.09%,2.82%,179.98%,,36.30s,3,8,4,"ts_delay(ts_min(scl12_buzz*snt_buzz_ret*ts_delay(ts_min(scl12_buzz*snt_buzz_ret*ts_decay_linear(scl12_sentiment/snt_value, 30), 45), 15), 45), 15)",2
544,4,0.615,0.56,0.66,10.36%,14.21%,35.35%,,37.14s,2,4,6,0.60394*systematic_risk_last_30_days + 0.39606*systematic_risk_last_60_days,20
545,4,0.615,0.56,0.66,10.36%,14.21%,35.35%,,32.44s,2,6,6,0.60394*systematic_risk_last_30_days + 0.39606*systematic_risk_last_60_days,20
546,4,0.612,0.48,0.72,5.56%,5.20%,15.80%,,36.49s,5,5,9,"trade_when(ts_mean(returns, 20) - 0.01, 0.39022*scl12_buzz + 0.60978*snt_buzz + ts_mean(scl12_sentiment, 6), -1)",20
547,4,0.6115,0.54,0.67,10.24%,15.95%,35.63%,,32.34s,2,2,3,systematic_risk_last_30_days,2
548,4,0.6115,0.54,0.67,10.24%,15.95%,35.63%,,32.29s,3,3,4,systematic_risk_last_30_days,2
549,4,0.6065,0.48,0.71,12.44%,27.46%,28.91%,,30.31s,1,9,3,#NAME?,15
550,4,0.5825,0.5,0.65,7.29%,3.67%,13.45%,,46.35s,2,1,7,"trade_when(ts_mean(returns, 20) - 0.01, ts_rank(ts_min(snt_social_value, 2), 3)*ts_sum(0.2686*scl12_sentiment + 1.7314*snt_value, 120)/ts_sum(ts_min(systematic_risk_last_90_days, 8), 15), -1)",19
551,4,0.5795,0.42,0.71,-4.44%,2.23%,51.05%,,48.94s,5,3,18,"trade_when(ts_mean(returns, 20) - 0.01, ts_sum(ts_delta(ts_min(correlation_last_60_days_spy**5 + ts_sum(ts_delta(ts_min(correlation_last_60_days_spy**5 + snt_value**2, 15), 9), 21), 15), 9), 21)/ts_sum(ts_min(ts_rank(ts_min(snt_social_value, 2), 3), 8), 15), -1)",19
552,4,0.5775,0.22,0.87,1.83%,29.33%,1.96%,,52.51s,2,3,6,"ts_rank(ts_covariance(rank(ts_delay((ts_decay_linear(snt_buzz**2, 21) - ts_delta(systematic_risk_last_30_days, 21))*rank(snt_social_volume*(0.0881*scl12_sentiment + 0.9119*snt_value)), 1)), rank(-ts_delta(-ts_delay(rating, 60), 250)), 30), 4)",10
553,4,0.5765,0.34,0.77,-2.50%,2.22%,27.91%,,54.42s,2,7,6,"trade_when(ts_mean(returns, 20) - 0.01, ts_corr(rank(rating), rank(beta_last_30_days_spy/beta_last_90_days_spy), 30), -1)",14
554,4,0.5715,0.39,0.72,4.49%,15.17%,14.53%,,40.36s,3,7,9,"ts_sum(ts_delta(ts_min(correlation_last_60_days_spy**5 + snt_value, 15), 9), 21)/ts_sum(ts_min(ts_mean(systematic_risk_last_90_days, 3), 8), 15)",19
555,4,0.5565,0.21,0.84,2.67%,41.47%,3.83%,,46.38s,3,4,8,"inverse(((rating + snt_buzz)*ts_mean(scl12_buzz, 21)**5 + ts_mean(rank(0.66235*correlation_last_30_days_spy + 0.33765*correlation_last_60_days_spy), 30))*rank(rating))",15
556,4,0.5555,0.44,0.65,-5.77%,3.79%,62.28%,,42.12s,4,3,13,"trade_when(ts_mean(returns, 20) - 0.01, ts_rank(ts_min(snt_social_value, 2), 3)/ts_sum(ts_min(ts_mean(systematic_risk_last_90_days, 3), 8), 15), -1)",19
557,4,0.5555,0.33,0.74,-2.42%,7.53%,26.63%,,6.10s,2,6,7,"trade_when(ts_mean(returns, 20) - 0.01, ts_covariance(rating, ts_decay_linear(rating, 120), 8), -1)",7
558,4,0.555,0.28,0.78,2.99%,22.56%,6.26%,,40.36s,2,1,3,correlation_last_90_days_spy + snt_social_value,1
559,4,0.55,0.33,0.73,-8.49%,41.47%,88.48%,,44.34s,2,1,7,"inverse(((rating + snt_buzz)*ts_mean(scl12_buzz, 21)**5 + ts_mean(rank(0.66235*correlation_last_30_days_spy + 0.33765*correlation_last_60_days_spy), 30))*ts_decay_linear(rank(correlation_last_90_days_spy*(0.85681*unsystematic_risk_last_30_days + 0.14319*unsystematic_risk_last_60_days)), 15))",15
560,4,0.544,0.5,0.58,-20.16%,27.08%,225.70%,,107.56s,1,1,3,"inverse(ts_corr(ts_rank(ts_corr(rank(snt_social_value - snt_social_volume + rank(unsystematic_risk_last_90_days)), rank(ts_sum(-beta_last_60_days_spy + snt_social_value, 10)), 5), 5), ts_delay(ts_decay_linear(ts_corr(rank(snt_value/scl12_sentiment), rank(systematic_risk_last_30_days), 21) - ts_mean(correlation_last_30_days_spy, 7), 21), 6), 45))",16
561,4,0.542,0.3,0.74,-2.12%,2.48%,26.17%,,48.40s,1,5,5,"trade_when(ts_mean(returns, 20) - 0.01, ts_corr(rank(beta_last_60_days_spy/beta_last_90_days_spy), rank(rating), 15), -1)",8
562,4,0.5415,0.47,0.6,11.09%,18.40%,25.65%,,30.30s,1,8,3,"snt_buzz_ret*ts_mean(rating, 15)",8
563,4,0.541,0.31,0.73,2.24%,3.93%,8.64%,,40.31s,1,2,1,"trade_when(ts_mean(returns, 20) - 0.01, rank(ts_delta(ts_product(beta_last_90_days_spy, 5)*ts_rank(snt_buzz, 21), 1)), -1)",17
564,4,0.541,0.31,0.73,2.24%,3.93%,8.64%,,42.97s,2,8,8,"trade_when(ts_mean(returns, 20) - 0.01, rank(ts_delta(ts_product(beta_last_90_days_spy, 5)*ts_rank(snt_buzz, 21), 1)), -1)",17
565,4,0.527,0.45,0.59,-7.23%,4.28%,87.46%,,79.34s,2,3,6,"trade_when(ts_mean(returns, 20) - 0.01, ts_max(ts_corr(ts_product(ts_delay(group_neutralize(0.30365*unsystematic_risk_last_30_days + 0.69635*unsystematic_risk_last_90_days, industry), 45), 180), ts_corr(rank(group_neutralize(-scl12_buzz, industry)), rank(ts_delay(ts_min(snt_buzz_ret, 6), 250)), 4), 30), 21), -1)",7
566,4,0.5265,0.4,0.63,-4.97%,2.75%,56.91%,,42.56s,5,10,16,"trade_when(ts_mean(returns, 20) - 0.01, ts_covariance(ts_delta(ts_mean(rating, 4), 15), snt_value, 30), -1)",12
567,4,0.5245,0.53,0.52,-13.07%,5.06%,203.83%,,73.57s,3,1,8,"trade_when(ts_mean(returns, 20) - 0.01, ts_covariance(ts_delta(ts_delta(snt_buzz_ret - snt_social_volume + (-beta_last_30_days_spy + unsystematic_risk_last_30_days/unsystematic_risk_last_60_days)*ts_corr(rank(snt_value), rank(correlation_last_60_days_spy), 7) + ts_delta(scl12_buzz/snt_buzz, 10), 60), 15), ts_rank(rating + snt_value, 60) + ts_rank(ts_rank(snt_social_volume, 30), 5), 30), -1)",12
568,4,0.523,0.49,0.55,16.01%,19.90%,40.16%,,32.30s,5,4,14,"ts_delta(ts_mean(unsystematic_risk_last_90_days**4, 4), 15)",12
569,4,0.515,0.35,0.65,4.34%,14.71%,12.74%,,28.26s,2,7,6,"ts_decay_linear(snt_buzz, 6)",10
570,4,0.5125,0.54,0.49,15.15%,7.26%,68.22%,,32.28s,1,3,5,"ts_mean(unsystematic_risk_last_90_days**4, 4)",12
571,4,0.512,0.38,0.62,-4.77%,6.07%,58.09%,,42.58s,3,6,10,"trade_when(ts_mean(returns, 20) - 0.01, ts_min(systematic_risk_last_90_days, 8)/ts_sum(ts_min(systematic_risk_last_90_days, 8), 15), -1)",19
572,4,0.511,0.39,0.61,-5.07%,2.37%,53.92%,,38.34s,2,3,7,"trade_when(ts_mean(returns, 20) - 0.01, rank(-ts_product(beta_last_90_days_spy, 5)*ts_rank(snt_buzz, 21)), -1)",17
573,4,0.5095,0.35,0.64,10.85%,35.91%,26.31%,,36.32s,1,4,1,"snt_buzz_ret + unsystematic_risk_last_30_days - ts_std_dev(scl12_buzz, 3)",13
574,4,0.5,0.28,0.68,2.11%,3.84%,6.76%,,44.78s,2,4,8,"trade_when(ts_mean(returns, 20) - 0.01, rank(ts_delta(ts_product(beta_last_90_days_spy, 5)**2*ts_rank(snt_buzz, 21), 1)), -1)",17
575,4,0.499,0.4,0.58,-5.91%,4.03%,65.65%,,46.39s,3,1,10,"trade_when(ts_mean(returns, 20) - 0.01, ts_rank(ts_min(snt_social_value, 2), 3)*ts_sum(ts_rank(ts_min(snt_social_value, 2), 3), 120)/ts_sum(ts_min(systematic_risk_last_90_days, 8), 15), -1)",19
576,4,0.479,0.38,0.56,5.68%,5.44%,13.17%,,38.32s,2,3,8,"rank(abs(sign(ts_delay(rating, 3))))",17
577,4,0.479,0.38,0.56,5.68%,5.44%,13.17%,,30.29s,1,4,1,"abs(sign(ts_delay(rating, 3)))",17
578,4,0.479,0.38,0.56,5.68%,5.44%,13.17%,,32.31s,2,7,6,"abs(sign(ts_delay(rating, 3)))",17
579,4,0.4765,0.24,0.67,-4.51%,33.91%,50.93%,,38.96s,1,4,2,"ts_delta(systematic_risk_last_90_days/systematic_risk_last_60_days, 10)",1
580,4,0.4755,0.47,0.48,-12.09%,4.00%,194.38%,,58.58s,2,1,7,"trade_when(ts_mean(returns, 20) - 0.01, ts_covariance(ts_delta(ts_delta(snt_buzz_ret - snt_social_volume, 60), 15), ts_rank(rating + snt_value, 60) + ts_rank(ts_rank(rank(ts_min(systematic_risk_last_90_days/systematic_risk_last_30_days, 250)), 30), 5), 30), -1)",12
581,4,0.4755,0.47,0.48,-12.09%,4.00%,194.38%,,71.39s,3,1,9,"trade_when(ts_mean(returns, 20) - 0.01, ts_covariance(ts_delta(ts_delta(snt_buzz_ret - snt_social_volume, 60), 15), ts_rank(rating + snt_value, 60) + ts_rank(ts_rank(rank(ts_min(systematic_risk_last_90_days/systematic_risk_last_30_days, 250)), 30), 5), 30), -1)",12
582,4,0.473,0.22,0.68,6.05%,59.50%,26.00%,,40.35s,2,1,7,#NAME?,16
583,4,0.472,0.34,0.58,-4.28%,5.43%,58.27%,,34.28s,3,10,6,"trade_when(ts_mean(returns, 20) - 0.01, 0.69915*scl12_buzz + 0.30085*snt_buzz - unsystematic_risk_last_30_days - ts_rank(ts_delay(snt_value, 9), 10), -1)",5
584,4,0.4655,0.46,0.47,-12.03%,11.18%,140.39%,,36.32s,3,8,8,"trade_when(ts_mean(returns, 20) - 0.01, snt_buzz_ret**4, -1)",20
585,4,0.465,0.41,0.51,-8.16%,6.89%,93.79%,,46.47s,4,9,15,"trade_when(ts_mean(returns, 20) - 0.01, ts_rank(ts_min(snt_social_value, 2), 3)*ts_sum(0.2686*scl12_sentiment + 1.7314*snt_value, 120)/(ts_sum(ts_min(snt_social_value, 2), 15)*ts_sum(ts_min(ts_mean(systematic_risk_last_90_days, 3), 8), 15)), -1)",19
586,4,0.4635,0.15,0.72,3.68%,85.68%,10.01%,,44.55s,1,10,4,"0.56288*scl12_sentiment + 0.43712*snt_value + ts_rank(-scl12_sentiment/snt_value + unsystematic_risk_last_90_days/unsystematic_risk_last_60_days, 45)",13
587,4,0.4625,0.38,0.53,6.30%,8.42%,11.07%,,46.38s,3,2,8,"ts_decay_linear(ts_corr(rank(snt_value/scl12_sentiment), rank(systematic_risk_last_30_days), 21) - ts_mean(correlation_last_30_days_spy, 7), 21)",16
588,4,0.4575,0.32,0.57,-4.03%,3.09%,47.33%,,32.40s,2,2,7,"trade_when(ts_mean(returns, 20) - 0.01, -ts_mean(snt_buzz, 7), -1)",10
589,4,0.457,0.38,0.52,-6.60%,6.77%,73.35%,,58.46s,1,5,4,"sign(ts_min(beta_last_60_days_spy/beta_last_30_days_spy, 30))",8
590,4,0.4565,0.33,0.56,-4.43%,3.98%,42.61%,,38.44s,2,8,3,"ts_delay(ts_min(scl12_buzz*snt_social_value**2*ts_decay_linear(scl12_sentiment/snt_value, 30), 45), 15)",2
591,4,0.4535,0.14,0.71,1.71%,41.47%,4.21%,,40.43s,2,6,6,"(rating + snt_buzz)*rank(scl12_sentiment) + ts_mean(rank(0.66235*correlation_last_30_days_spy + 0.33765*correlation_last_60_days_spy), 30)",15
592,4,0.452,0.43,0.47,-10.31%,9.60%,125.65%,,56.77s,1,2,1,"ts_covariance(ts_delta(ts_delta(snt_buzz_ret - snt_social_volume, 60), 15), ts_rank(rating + snt_value, 60) + ts_rank(ts_rank(snt_social_volume, 30), 5), 30)",12
593,4,0.452,0.43,0.47,10.34%,9.38%,48.08%,,42.42s,2,2,8,"trade_when(ts_mean(returns, 20) - 0.01, ts_sum(snt_buzz_ret**4, 5), -1)",20
594,4,0.452,0.43,0.47,10.34%,9.38%,48.08%,,36.26s,2,3,8,"trade_when(ts_mean(returns, 20) - 0.01, ts_sum(snt_buzz_ret**4, 5), -1)",20
595,4,0.452,0.43,0.47,10.34%,9.38%,48.08%,,32.27s,1,10,3,"trade_when(ts_mean(returns, 20) - 0.01, ts_sum(snt_buzz_ret**4, 5), -1)",20
596,4,0.4505,0.28,0.59,2.72%,3.43%,10.07%,,75.28s,1,8,2,"trade_when(ts_mean(returns, 20) - 0.01, ts_std_dev(ts_corr(ts_mean(group_neutralize(sign(sign(rating)), market), 250), (ts_delay(rank(snt_buzz_ret), 250) + ts_rank(ts_delta(correlation_last_30_days_spy, 60), 60))*(ts_rank(ts_delta(snt_social_value, 60), 8) + ts_std_dev(ts_rank(0.75882*correlation_last_30_days_spy + 0.24118*correlation_last_90_days_spy, 7), 30)), 5), 7), -1)",13
597,4,0.449,0.35,0.53,5.39%,3.51%,14.90%,,36.29s,2,9,7,"trade_when(ts_mean(returns, 20) - 0.01, ts_rank(ts_min(snt_social_value, 2), 3)*ts_sum(0.2686*scl12_sentiment + 1.7314*snt_value, 120)/ts_min(ts_mean(systematic_risk_last_90_days, 3), 8), -1)",19
598,4,0.4475,0.31,0.56,-3.88%,3.19%,44.24%,,30.34s,1,10,2,"trade_when(ts_mean(returns, 20) - 0.01, ts_mean(scl12_buzz, 7), -1)",7
599,4,0.447,0.37,0.51,-6.48%,9.32%,77.39%,,54.58s,1,1,2,"trade_when(ts_mean(returns, 20) - 0.01, ts_mean(ts_corr(rank(ts_min(snt_value/scl12_sentiment, 30)), rank(sign(correlation_last_30_days_spy/correlation_last_60_days_spy)), 21), 2), -1)",16
600,4,0.4445,0.34,0.53,-5.22%,8.26%,71.97%,,44.50s,1,9,2,"trade_when(ts_mean(returns, 20) - 0.01, ts_sum(ts_corr(rank(snt_buzz_ret), rank(correlation_last_30_days_spy), 8)**2, 5), -1)",8
601,4,0.4435,0.35,0.52,-5.81%,2.74%,68.42%,,34.24s,3,1,6,"trade_when(ts_mean(returns, 20) - 0.01, -beta_last_60_days_spy, -1)",5
602,4,0.4435,0.35,0.52,-5.81%,2.74%,68.42%,,30.46s,2,2,3,"trade_when(ts_mean(returns, 20) - 0.01, -beta_last_60_days_spy, -1)",5
603,4,0.4425,0.14,0.69,2.17%,53.39%,4.66%,,26.69s,1,4,5,log(snt_social_value),12
604,4,0.4425,0.25,0.6,-2.25%,2.65%,32.30%,,40.87s,1,9,2,"trade_when(ts_mean(returns, 20) - 0.01, group_neutralize(unsystematic_risk_last_30_days/unsystematic_risk_last_60_days, sector), -1)",15
605,4,0.4415,0.37,0.5,6.98%,8.29%,50.59%,,38.44s,2,1,6,"ts_std_dev(unsystematic_risk_last_90_days, 21)",11
606,4,0.426,0.25,0.57,-9.21%,47.07%,110.83%,,30.79s,2,6,8,0.95343*scl12_sentiment - snt_buzz_ret + 0.04657*snt_value,13
607,4,0.425,0.26,0.56,-2.69%,2.37%,33.23%,,42.52s,2,9,6,"trade_when(ts_mean(returns, 20) - 0.01, ts_decay_linear(ts_delta(ts_delay(correlation_last_90_days_spy, 5)*ts_mean(systematic_risk_last_30_days/systematic_risk_last_90_days, 2), 250) + ts_mean(ts_rank(inverse(scl12_buzz)*ts_delta(systematic_risk_last_90_days, 21), 4), 30) - ts_min(systematic_risk_last_90_days, 60), 21), -1)",18
608,4,0.422,0.4,0.44,-10.24%,6.88%,173.35%,,48.37s,1,1,3,"ts_std_dev(ts_covariance(correlation_last_60_days_spy, ts_mean(-rating - snt_buzz_ret, 120), 30), 9)",18
609,4,0.4215,0.13,0.66,1.51%,41.47%,5.96%,,42.43s,1,7,4,rank((-correlation_last_30_days_spy + scl12_sentiment/snt_value)*(rating - 0.34108*scl12_buzz - 0.65892*snt_buzz)),17
610,4,0.4215,0.13,0.66,-1.92%,49.83%,18.73%,,48.66s,1,10,1,"ts_corr(ts_max(ts_decay_linear(snt_buzz_ret, 120), 6)**4, ts_mean(ts_rank(min(scl12_sentiment, snt_buzz), 5), 4), 4)",8
611,4,0.42,0.31,0.51,4.51%,4.11%,21.60%,,28.27s,1,7,4,"trade_when(ts_mean(returns, 20) - 0.01, ts_mean(snt_buzz, 7)/ts_decay_linear(systematic_risk_last_60_days, 7), -1)",10
612,4,0.418,0.22,0.58,2.58%,18.19%,11.36%,,34.79s,1,1,2,"ts_delta(ts_mean(ts_sum(rank(ts_min(snt_buzz, 120)), 3), 10), 9)",15
613,4,0.416,0.35,0.47,7.04%,10.86%,32.21%,,30.39s,5,1,13,2*systematic_risk_last_90_days,8
614,4,0.4145,0.31,0.5,4.75%,2.95%,19.46%,,30.25s,3,7,8,"trade_when(ts_mean(returns, 20) - 0.01, ts_decay_linear(systematic_risk_last_30_days, 6), -1)",16
615,4,0.414,0.48,0.36,22.23%,5.97%,220.86%,,32.32s,3,1,11,"trade_when(ts_mean(returns, 20) - 0.01, ts_product(ts_mean(unsystematic_risk_last_30_days, 9), 8), -1)",9
616,4,0.4115,0.23,0.56,-2.08%,2.37%,21.08%,,56.78s,1,5,4,"trade_when(ts_mean(returns, 20) - 0.01, ts_corr(rank(ts_covariance(rank(correlation_last_30_days_spy/correlation_last_60_days_spy), rank(snt_buzz_ret), 3)), rank(ts_covariance(rank(snt_value), rank(unsystematic_risk_last_60_days), 2)), 8), -1)",6
617,4,0.411,0.18,0.6,-3.86%,41.47%,54.23%,,85.29s,1,10,2,"rank(rating*scl12_sentiment - max(ts_sum(0.29378*scl12_buzz + 0.70622*snt_buzz, 9), ts_min(snt_value, 4)) + ts_mean(ts_corr(rank(ts_mean(scl12_sentiment/snt_value, 30)), rank(inverse(rating)), 30), 250) + beta_last_90_days_spy*systematic_risk_last_30_days/beta_last_60_days_spy)",4
618,4,0.411,0.18,0.6,4.16%,46.03%,12.93%,,34.30s,1,4,3,"ts_delta(systematic_risk_last_60_days/systematic_risk_last_30_days, 6)",7
619,4,0.4105,0.46,0.37,-18.98%,10.53%,208.94%,,58.47s,1,3,1,"trade_when(ts_mean(returns, 20) - 0.01, ts_corr(rank(correlation_last_60_days_spy), rank(unsystematic_risk_last_60_days/unsystematic_risk_last_90_days), 8) + ts_product(scl12_buzz, 15), -1)",7
620,4,0.41,0.3,0.5,4.41%,2.68%,24.80%,,32.44s,1,5,2,"trade_when(ts_mean(returns, 20) - 0.01, ts_min(scl12_sentiment, 9), -1)",12
621,4,0.4095,0.25,0.54,-4.41%,20.21%,43.70%,,30.64s,2,1,8,"trade_when(ts_mean(returns, 20) - 0.01, rank(ts_rank(ts_rank(abs(rating), 6), 6)), -1)",6
622,4,0.4095,0.25,0.54,-4.41%,20.21%,43.70%,,32.26s,5,3,12,"trade_when(ts_mean(returns, 20) - 0.01, rank(ts_rank(ts_rank(abs(rating), 6), 6)), -1)",6
623,4,0.4095,0.25,0.54,-4.41%,20.21%,43.70%,,36.35s,3,4,9,"trade_when(ts_mean(returns, 20) - 0.01, rank(rank(ts_rank(abs(ts_rank(abs(rating), 6)), 6))), -1)",6
624,4,0.4045,0.3,0.49,6.01%,15.68%,26.87%,,26.22s,3,4,4,"abs(ts_delta(systematic_risk_last_90_days, 250))",5
625,4,0.4025,0.21,0.56,-2.68%,19.31%,39.67%,,34.30s,2,4,3,"ts_decay_linear(ts_delta(rank(correlation_last_90_days_spy), 10), 250)",3
626,4,0.4015,0.33,0.46,6.59%,12.47%,27.23%,,30.23s,1,3,4,"ts_delay(systematic_risk_last_60_days, 9)",10
627,4,0.401,0.17,0.59,2.12%,24.93%,6.65%,,44.34s,2,8,8,"snt_social_value*ts_rank(correlation_last_30_days_spy, 30)",14
628,4,0.4,0.29,0.49,4.40%,4.63%,15.55%,,58.50s,5,5,17,"trade_when(ts_mean(returns, 20) - 0.01, ts_rank(ts_min(snt_social_value, 2), 3)*ts_sum(0.2686*scl12_sentiment + 1.7314*snt_value, 120)/(ts_sum(ts_min(systematic_risk_last_90_days, 8), 15)*ts_sum(ts_min(ts_rank(ts_min(snt_social_value, 2), 3), 8), 15)), -1)",19
629,4,0.399,0.19,0.57,-2.01%,18.29%,24.01%,,44.53s,1,9,2,"ts_corr(max(systematic_risk_last_60_days, correlation_last_90_days_spy), correlation_last_30_days_spy, 10)",12
630,4,0.399,0.3,0.48,7.35%,19.43%,39.91%,,47.98s,5,8,18,"ts_rank(ts_min(ts_mean(systematic_risk_last_90_days, 3), 8), 3)*ts_sum(0.2686*scl12_sentiment + 1.7314*snt_value, 120)/(ts_sum(ts_min(systematic_risk_last_90_days, 8), 15)*ts_sum(ts_min(ts_mean(systematic_risk_last_90_days, 3), 8), 15))",19
631,4,0.3965,0.27,0.5,-3.63%,3.72%,51.57%,,38.30s,1,5,2,"trade_when(ts_mean(returns, 20) - 0.01, abs(snt_value), -1)",20
632,4,0.395,0.23,0.53,-2.29%,2.52%,27.36%,,48.55s,2,1,9,"trade_when(ts_mean(returns, 20) - 0.01, ts_decay_linear(-ts_delay(ts_delay(rank(systematic_risk_last_90_days/systematic_risk_last_60_days), 8), 9) + ts_delta(ts_delay(correlation_last_90_days_spy, 5)*ts_mean(systematic_risk_last_30_days/systematic_risk_last_90_days, 2), 250) + ts_mean(ts_rank(inverse(scl12_buzz)*ts_delta(systematic_risk_last_90_days, 21), 4), 30), 21), -1)",18
633,4,0.3945,0.29,0.48,4.43%,6.96%,14.77%,,30.32s,1,10,5,"trade_when(ts_mean(returns, 20) - 0.01, ts_decay_linear(ts_delta(ts_delay(ts_delay(unsystematic_risk_last_60_days, 7), 9), 5), 180), -1)",13
634,4,0.3905,0.33,0.44,6.83%,3.02%,62.32%,,30.33s,3,8,10,"ts_max(unsystematic_risk_last_90_days, 15)",13
635,4,0.3885,0.13,0.6,-1.61%,34.46%,21.03%,,75.19s,2,4,4,"ts_rank(ts_decay_linear(min(ts_corr(correlation_last_30_days_spy**2, snt_social_volume*(0.20704*unsystematic_risk_last_30_days + 0.79296*unsystematic_risk_last_90_days), 45), group_neutralize(snt_value*ts_rank(scl12_buzz, 9), market)), 3), 5)",4
636,4,0.386,0.32,0.44,6.71%,2.97%,62.63%,,28.86s,3,6,13,"ts_mean(ts_max(unsystematic_risk_last_90_days, 15), 2)",13
637,4,0.386,0.21,0.53,-2.61%,16.49%,28.51%,,48.37s,1,1,5,"ts_decay_linear(-ts_delay(ts_delay(rank(systematic_risk_last_90_days/systematic_risk_last_60_days), 8), 9) + ts_delta(ts_delay(correlation_last_90_days_spy, 5)*ts_mean(systematic_risk_last_30_days/systematic_risk_last_90_days, 2), 250) + ts_mean(ts_rank(inverse(scl12_buzz)*ts_delta(systematic_risk_last_90_days, 21), 4), 30), 21)",18
638,4,0.3855,0.27,0.48,-4.05%,3.02%,55.13%,,52.40s,4,2,16,"trade_when(ts_mean(returns, 20) - 0.01, rank(ts_corr(rank(correlation_last_90_days_spy/correlation_last_60_days_spy), rank(rank(ts_corr(rank(rating), rank(0.61626*beta_last_60_days_spy + 0.38374*beta_last_90_days_spy), 8))), 7)) - ts_max(unsystematic_risk_last_90_days, 15), -1)",13
639,4,0.382,0.25,0.49,-3.16%,1.88%,42.23%,,40.33s,2,2,3,"ts_max(systematic_risk_last_60_days/systematic_risk_last_90_days, 250)",3
640,4,0.378,0.18,0.54,1.46%,3.94%,4.55%,,36.28s,2,10,8,"trade_when(ts_mean(returns, 20) - 0.01, rank(ts_delta(correlation_last_30_days_spy, 1)), -1)",17
641,4,0.376,0.31,0.43,7.05%,13.81%,51.20%,,30.22s,1,2,3,"ts_decay_linear(correlation_last_90_days_spy*snt_buzz_ret, 21)",13
642,4,0.376,0.31,0.43,7.05%,13.81%,51.20%,,30.45s,2,4,9,"ts_decay_linear(correlation_last_90_days_spy*snt_buzz_ret, 21)",13
643,4,0.376,0.2,0.52,-2.68%,18.47%,34.63%,,32.40s,1,6,3,rank(systematic_risk_last_90_days/systematic_risk_last_60_days),15
644,4,0.376,0.31,0.43,6.49%,5.60%,55.62%,,30.66s,1,8,3,"ts_mean(unsystematic_risk_last_30_days, 9)",9
645,4,0.373,0.34,0.4,8.92%,3.12%,47.27%,,52.36s,1,10,2,"trade_when(ts_mean(returns, 20) - 0.01, ts_std_dev(-scl12_sentiment + snt_buzz_ret, 60), -1)",16
646,4,0.3725,0.07,0.62,1.42%,114.89%,5.02%,,30.27s,1,8,2,"ts_delta(rank(snt_buzz), 1)",14
647,4,0.369,0.16,0.54,3.23%,34.78%,11.60%,,34.38s,5,10,9,"0.39022*scl12_buzz + 0.60978*snt_buzz + ts_mean(ts_mean(snt_buzz/scl12_buzz, 30) + ts_min(snt_value, 9), 6)",20
648,4,0.3685,0.22,0.49,-3.90%,19.91%,39.10%,,38.47s,4,1,11,"trade_when(ts_mean(returns, 20) - 0.01, ts_rank(ts_rank(abs(rating), 6), 6), -1)",6
649,4,0.3685,0.22,0.49,-3.90%,19.91%,39.10%,,36.34s,3,3,9,"trade_when(ts_mean(returns, 20) - 0.01, ts_rank(ts_rank(abs(rating), 6), 6), -1)",6
650,4,0.3685,0.22,0.49,-3.90%,19.91%,39.10%,,42.88s,3,9,11,"trade_when(ts_mean(returns, 20) - 0.01, ts_rank(abs(ts_rank(abs(rating), 6)), 6), -1)",6
651,4,0.3675,0.23,0.48,2.90%,4.67%,17.42%,,36.34s,2,6,6,"trade_when(ts_mean(returns, 20) - 0.01, scl12_sentiment*(0.7024*correlation_last_30_days_spy + 0.2976*correlation_last_90_days_spy), -1)",16
652,4,0.3655,0.25,0.46,8.30%,28.38%,47.04%,,32.48s,5,4,12,"ts_delay(snt_buzz_ret - unsystematic_risk_last_60_days, 10)",9
653,4,0.36,0.25,0.45,-3.87%,1.95%,64.55%,,40.32s,1,10,1,"trade_when(ts_mean(returns, 20) - 0.01, ts_mean(ts_max(systematic_risk_last_30_days/systematic_risk_last_90_days, 9), 180), -1)",1
654,4,0.359,0.15,0.53,1.72%,20.42%,6.84%,,34.28s,3,9,12,"ts_min(snt_social_value, 2)",19
655,4,0.3565,0.23,0.46,3.17%,2.03%,17.77%,,91.46s,3,4,5,"trade_when(ts_mean(returns, 20) - 0.01, ts_mean(ts_corr(rank(ts_corr(ts_sum(beta_last_90_days_spy/beta_last_60_days_spy, 250), scl12_sentiment/snt_value, 45)), rank(rank(unsystematic_risk_last_90_days)), 6), 180), -1)",1
656,4,0.3565,0.23,0.46,-3.21%,1.33%,37.43%,,107.89s,1,8,1,"trade_when(ts_mean(returns, 20) - 0.01, ts_std_dev(scl12_sentiment, 250), -1)",15
657,4,0.356,0.18,0.5,-2.54%,20.52%,25.72%,,30.28s,3,3,6,unsystematic_risk_last_30_days/unsystematic_risk_last_60_days,11
658,4,0.3555,0.24,0.45,-3.42%,3.90%,41.40%,,46.48s,4,3,14,"trade_when(ts_mean(returns, 20) - 0.01, ts_rank(ts_min(snt_social_value, 2), 3)*ts_sum(ts_min(ts_mean(systematic_risk_last_90_days, 3), 8), 120)/ts_sum(ts_min(systematic_risk_last_90_days, 8), 15), -1)",19
