,Fail_num,Score,Fitness,Sharpe,Returns,Turnover,Drawdown,Self_Corr,Exec_time,Generation,Thread_num,Task_num,Alpha,From_process
427,3,0.0595,0.01,0.1,0.45%,65.60%,12.38%,,32.33s,2,1,7,"rank(ts_delay(0.28351*scl12_buzz + 0.71649*snt_buzz, 9))",14
428,3,0.0595,0.01,0.1,0.42%,33.83%,12.74%,,34.40s,1,6,4,"ts_covariance(rank(systematic_risk_last_90_days/systematic_risk_last_60_days), rank(ts_min(correlation_last_60_days_spy, 6)), 3)",18
429,3,0.0595,0.01,0.1,-0.29%,49.96%,8.92%,,48.37s,1,2,1,"ts_covariance(rank(correlation_last_60_days_spy), rank(ts_corr(rank(snt_buzz_ret), rank(systematic_risk_last_90_days/systematic_risk_last_30_days), 3)), 2)",3
430,3,0.0585,0.02,0.09,-0.41%,8.40%,15.45%,,56.63s,3,5,11,"ts_covariance(rating + snt_value, ts_rank(snt_social_value, 5) + ts_rank(rating + snt_value, 60), 30)",12
431,3,0.0585,0.02,0.09,0.62%,4.12%,27.67%,,50.98s,1,4,1,"trade_when(ts_mean(returns, 20) - 0.01, ts_corr(rank(snt_value), rank(rank(snt_buzz)), 9) + beta_last_60_days_spy*group_neutralize(unsystematic_risk_last_60_days + rank(unsystematic_risk_last_90_days), subindustry)/beta_last_30_days_spy, -1)",20
432,3,0.0585,0.02,0.09,0.66%,3.15%,17.40%,,38.32s,1,7,3,"trade_when(ts_mean(returns, 20) - 0.01, sign(beta_last_30_days_spy), -1)",6
433,3,0.0585,0.02,0.09,-0.53%,3.71%,36.92%,,40.34s,1,8,1,"trade_when(ts_mean(returns, 20) - 0.01, group_neutralize(correlation_last_90_days_spy*scl12_buzz/snt_buzz, subindustry), -1)",7
434,3,0.054,0.01,0.09,0.23%,1.33%,9.49%,,32.38s,1,2,5,"trade_when(ts_mean(returns, 20) - 0.01, rank(ts_covariance(rank(snt_value), rank(snt_buzz_ret), 250)), -1)",10
435,3,0.054,0.01,0.09,-0.24%,7.38%,10.15%,,46.45s,4,4,12,"trade_when(ts_mean(returns, 20) - 0.01, rank(ts_corr(rank(rating), rank(0.61626*beta_last_60_days_spy + 0.38374*beta_last_90_days_spy), 8)), -1)",13
436,3,0.054,0.01,0.09,0.28%,3.26%,10.02%,,40.32s,2,4,7,"trade_when(ts_mean(returns, 20) - 0.01, ts_delta(ts_mean(ts_sum(rank(ts_product(snt_buzz, 8)), 3), 10), 9), -1)",15
437,3,0.054,0.01,0.09,0.37%,45.05%,18.10%,,36.48s,1,3,4,log(snt_buzz_ret),19
438,3,0.054,0.01,0.09,-0.25%,1.49%,10.89%,,54.41s,1,3,2,"trade_when(ts_mean(returns, 20) - 0.01, ts_decay_linear(ts_covariance(rank(rating), rank(rating), 60), 8), -1)",5
439,3,0.054,0.01,0.09,0.37%,45.35%,10.80%,,36.32s,1,8,3,"ts_rank(beta_last_90_days_spy*snt_buzz, 10)",7
440,3,0.053,0.02,0.08,-0.57%,3.77%,19.63%,,38.41s,3,9,11,"trade_when(ts_mean(returns, 20) - 0.01, snt_value + ts_min(systematic_risk_last_90_days/systematic_risk_last_30_days, 250), -1)",12
441,3,0.0485,0.01,0.08,0.35%,1.97%,17.53%,,40.52s,1,9,1,"trade_when(ts_mean(returns, 20) - 0.01, ts_min(rank(ts_delta(snt_buzz, 6)) - ts_delta(rank(unsystematic_risk_last_60_days/unsystematic_risk_last_90_days), 21), 60), -1)",14
442,3,0.0485,0.01,0.08,-0.28%,15.32%,15.47%,,46.36s,1,4,4,"ts_corr(ts_max(snt_social_value, 250)/ts_delta(beta_last_90_days_spy, 30), snt_buzz*systematic_risk_last_90_days, 10)",15
443,3,0.0485,0.01,0.08,0.42%,3.05%,14.98%,,30.29s,1,10,2,"trade_when(ts_mean(returns, 20) - 0.01, beta_last_90_days_spy - snt_social_volume, -1)",15
444,3,0.0485,0.01,0.08,0.19%,43.68%,6.03%,,34.31s,2,1,8,"rank(ts_rank(snt_buzz, 21))",17
445,3,0.0485,0.01,0.08,-0.33%,3.43%,14.99%,,35.00s,2,10,7,"trade_when(ts_mean(returns, 20) - 0.01, rank(ts_delta(sign(unsystematic_risk_last_60_days/unsystematic_risk_last_90_days)*ts_product(beta_last_90_days_spy, 5), 1)), -1)",17
446,3,0.0485,0.01,0.08,0.31%,1.86%,15.92%,,44.43s,1,5,5,"trade_when(ts_mean(returns, 20) - 0.01, ts_delay(ts_corr(ts_delay(abs(-rank(correlation_last_30_days_spy)), 6), ts_mean(ts_rank(ts_mean(abs(systematic_risk_last_30_days/systematic_risk_last_90_days), 30), 21), 21), 15), 250), -1)",6
447,3,0.0485,0.01,0.08,0.27%,1.85%,12.59%,,75.17s,1,7,5,"trade_when(ts_mean(returns, 20) - 0.01, ts_corr(ts_delay(beta_last_90_days_spy + rating, 9), ts_decay_linear(0.74246*scl12_sentiment + 0.25754*snt_value, 60), 60), -1)",7
448,3,0.0485,0.01,0.08,0.30%,3.36%,16.38%,,36.37s,1,7,5,"trade_when(ts_mean(returns, 20) - 0.01, rank(ts_min(0.4032*scl12_sentiment - snt_social_volume + 0.5968*snt_value, 2)), -1)",8
449,3,0.0475,0.02,0.07,0.76%,5.03%,56.62%,,32.30s,2,5,6,"ts_decay_linear(rank(ts_mean(unsystematic_risk_last_30_days, 9)), 4)",9
450,3,0.043,0.01,0.07,-0.27%,2.98%,10.70%,,52.68s,1,4,1,"trade_when(ts_mean(returns, 20) - 0.01, ts_decay_linear(ts_mean(ts_corr(rank(snt_buzz_ret), rank(systematic_risk_last_30_days), 10), 2), 5), -1)",16
451,3,0.043,0.01,0.07,0.49%,3.44%,13.85%,,40.35s,3,2,10,"trade_when(ts_mean(returns, 20) - 0.01, systematic_risk_last_90_days*ts_rank(ts_min(snt_social_value, 2), 3)*ts_sum(0.2686*scl12_sentiment + 1.7314*snt_value, 120)/systematic_risk_last_30_days, -1)",19
452,3,0.043,0.01,0.07,-0.52%,1.76%,40.05%,,34.40s,2,10,6,"trade_when(ts_mean(returns, 20) - 0.01, ts_max(rating, 21), -1)",7
453,3,0.043,0.01,0.07,-0.20%,14.12%,8.03%,,83.33s,1,1,5,"ts_corr(rank(rank(ts_product(ts_delta(ts_rank(rank(snt_buzz), 60), 2), 10))), rank(-sign(ts_covariance(rank(-scl12_sentiment*ts_covariance(rank(snt_social_value), rank(rating), 21)), rank(ts_rank(ts_delta(correlation_last_60_days_spy, 60), 120)), 3))), 21)",8
454,3,0.043,0.01,0.07,-0.15%,2.25%,8.32%,,103.54s,1,10,5,"trade_when(ts_mean(returns, 20) - 0.01, rank(ts_rank(ts_corr(rank(unsystematic_risk_last_60_days), rank(systematic_risk_last_30_days/(systematic_risk_last_90_days*unsystematic_risk_last_30_days)), 120), 5)), -1)",9
455,3,0.0385,0,0.07,0.15%,37.13%,8.06%,,48.93s,1,7,2,"ts_rank(ts_corr(rank(systematic_risk_last_90_days), rank(rating), 15), 2)",15
456,3,0.0375,0.01,0.06,0.21%,2.62%,15.33%,,48.40s,1,1,5,"trade_when(ts_mean(returns, 20) - 0.01, ts_rank(ts_min(scl12_buzz, 10)/ts_mean(0.47161*systematic_risk_last_30_days + 0.52839*systematic_risk_last_90_days, 120), 5), -1)",10
457,3,0.0375,0.01,0.06,0.27%,3.11%,12.68%,,44.33s,2,2,7,"trade_when(ts_mean(returns, 20) - 0.01, group_neutralize(ts_covariance(unsystematic_risk_last_60_days/unsystematic_risk_last_30_days, -unsystematic_risk_last_60_days/unsystematic_risk_last_30_days, 8), subindustry), -1)",11
458,3,0.0375,0.01,0.06,-0.24%,5.66%,16.21%,,69.15s,1,2,4,"ts_decay_linear(min(ts_mean(sign(snt_social_value) + ts_covariance(rank(0.70378*scl12_buzz + 0.29622*snt_buzz), rank(snt_buzz_ret), 8) + ts_delay(rank(snt_value), 250), 7), sign(ts_min(ts_covariance(rank(snt_social_value), rank(beta_last_90_days_spy/beta_last_60_days_spy), 21)**3, 60))), 7)",13
459,3,0.0375,0.01,0.06,0.16%,3.26%,7.03%,,46.35s,1,4,5,"trade_when(ts_mean(returns, 20) - 0.01, ts_delta(rank(ts_covariance(rank(snt_social_volume*unsystematic_risk_last_60_days), rank(ts_covariance(rank(snt_social_value), rank(ts_delta(-snt_social_value, 1)), 7)), 4)), 15), -1)",13
460,3,0.0375,0.01,0.06,0.24%,2.56%,10.66%,,69.19s,2,8,3,"trade_when(ts_mean(returns, 20) - 0.01, ts_corr(rank(snt_buzz), rank(0.5527*correlation_last_30_days_spy + 0.4473*correlation_last_90_days_spy), 45), -1)",5
461,3,0.0375,0.01,0.06,0.30%,4.40%,17.34%,,36.99s,3,10,9,"trade_when(ts_mean(returns, 20) - 0.01, snt_value + ts_corr(rank(beta_last_90_days_spy), rank(snt_value), 2) - beta_last_90_days_spy/beta_last_60_days_spy, -1)",7
462,3,0.0375,0.01,0.06,0.51%,19.50%,31.25%,,32.71s,2,1,9,"ts_delta(ts_mean(beta_last_30_days_spy - correlation_last_30_days_spy, 10), 2)",8
463,3,0.032,0.01,0.05,-0.39%,1.75%,40.21%,,36.33s,3,8,10,"trade_when(ts_mean(returns, 20) - 0.01, ts_max(ts_mean(rating, 2), 21), -1)",14
464,3,0.032,0.01,0.05,0.45%,5.63%,24.64%,,42.44s,1,9,2,"trade_when(ts_mean(returns, 20) - 0.01, ts_delay(beta_last_30_days_spy/beta_last_60_days_spy, 3), -1)",14
465,3,0.032,0.01,0.05,0.60%,3.03%,52.14%,,38.32s,3,5,12,"ts_product(ts_decay_linear(rating, 6), 45)",16
466,3,0.032,0.01,0.05,-0.19%,3.21%,12.69%,,34.27s,2,4,7,"trade_when(ts_mean(returns, 20) - 0.01, rank(ts_delta(ts_product(beta_last_90_days_spy, 5), 1)), -1)",17
467,3,0.032,0.01,0.05,-0.22%,8.13%,14.70%,,48.38s,1,9,4,"ts_rank(ts_delta(ts_min(abs(ts_sum(ts_rank(correlation_last_90_days_spy, 250), 21)), 5), 21), 250)",20
468,3,0.0275,0,0.05,-0.11%,25.18%,5.17%,,48.43s,2,8,8,"ts_rank(ts_covariance(rank(ts_delay((ts_decay_linear(snt_social_value, 21) - ts_delta(systematic_risk_last_30_days, 21))*rank(snt_social_volume*(0.0881*scl12_sentiment + 0.9119*snt_value)), 1)), rank(-ts_delay(systematic_risk_last_60_days, 9)), 30), 4)",10
469,3,0.0265,0.01,0.04,0.20%,5.99%,13.07%,,71.27s,5,3,10,"ts_covariance(snt_social_volume, snt_value, 60)",14
470,3,0.022,0,0.04,-0.16%,16.13%,13.59%,,65.33s,2,7,7,"ts_std_dev(ts_corr(ts_mean(group_neutralize(ts_covariance(rank(ts_sum(beta_last_30_days_spy, 2)), rank(0.95343*scl12_sentiment - snt_buzz_ret + 0.04657*snt_value), 6), market), 250), (ts_delay(rank(snt_buzz_ret), 250) + ts_rank(ts_delta(correlation_last_30_days_spy, 60), 60))*(ts_rank(ts_delta(snt_social_value, 60), 8) + ts_std_dev(ts_rank(0.75882*correlation_last_30_days_spy + 0.24118*correlation_last_90_days_spy, 7), 30)), 5), 7)",13
471,3,0.022,0,0.04,0.18%,4.17%,21.65%,,32.27s,1,9,1,"trade_when(ts_mean(returns, 20) - 0.01, 0.41137*scl12_sentiment + 0.58863*snt_value + rank(unsystematic_risk_last_90_days/unsystematic_risk_last_30_days), -1)",13
472,3,0.022,0,0.04,-0.26%,50.25%,28.84%,,26.30s,1,10,1,"ts_delta(snt_value, 5)",13
473,3,0.022,0,0.04,-0.13%,7.83%,7.90%,,63.96s,2,6,6,"rank(ts_corr(rank(-rank(scl12_sentiment) - ts_delay(correlation_last_30_days_spy, 45) + ts_rank(-correlation_last_90_days_spy/correlation_last_30_days_spy, 30)), rank(beta_last_30_days_spy/beta_last_90_days_spy), 30))",14
474,3,0.022,0,0.04,0.16%,27.72%,16.31%,,38.33s,5,10,9,"rank(snt_buzz_ret + snt_value - ts_mean(unsystematic_risk_last_30_days/unsystematic_risk_last_90_days, 9))",16
475,3,0.0165,0,0.03,-0.21%,10.99%,38.14%,,30.39s,4,9,14,"ts_mean(ts_mean(rating + snt_value, 4), 4)",12
476,3,0.0165,0,0.03,0.09%,43.67%,6.39%,,34.30s,2,6,8,"abs(ts_rank(snt_buzz, 21))",17
477,3,0.0165,0,0.03,-0.17%,45.38%,17.63%,,44.39s,2,4,6,"ts_rank(ts_min(snt_social_value, 2), 3)*ts_sum(0.2686*scl12_sentiment + 1.7314*snt_value, 120)/ts_delta(systematic_risk_last_90_days, 6)",19
478,3,0.0165,0,0.03,-0.23%,5.32%,19.82%,,37.00s,1,9,2,"trade_when(ts_mean(returns, 20) - 0.01, inverse(beta_last_90_days_spy/beta_last_60_days_spy), -1)",19
479,3,0.0165,0,0.03,-0.23%,5.32%,19.82%,,34.53s,3,7,9,"trade_when(ts_mean(returns, 20) - 0.01, beta_last_60_days_spy/beta_last_90_days_spy, -1)",8
480,3,0.011,0,0.02,0.08%,2.87%,10.94%,,46.39s,1,2,2,"trade_when(ts_mean(returns, 20) - 0.01, rank(ts_corr(rank(snt_buzz_ret), rank(systematic_risk_last_30_days), 8)), -1)",12
481,3,0.011,0,0.02,-0.09%,23.72%,18.54%,,30.76s,1,1,1,"ts_sum(inverse(scl12_buzz), 4)",15
482,3,0.011,0,0.02,0.06%,2.22%,9.32%,,91.31s,1,3,2,"trade_when(ts_mean(returns, 20) - 0.01, ts_corr(ts_decay_linear(max(unsystematic_risk_last_60_days, beta_last_90_days_spy)*ts_min(unsystematic_risk_last_90_days, 120), 4), ts_decay_linear(-rating - snt_buzz_ret + snt_value + unsystematic_risk_last_60_days/unsystematic_risk_last_90_days, 7), 21), -1)",8
483,3,0.0055,0,0.01,0.04%,6.16%,13.78%,,81.94s,1,10,2,"ts_covariance(rank(ts_std_dev(correlation_last_30_days_spy/correlation_last_60_days_spy, 45)), rank(ts_max(0.01724*beta_last_30_days_spy + 0.98276*beta_last_90_days_spy, 3)), 60)",11
484,3,0.0055,0,0.01,0.03%,3.49%,9.16%,,34.70s,5,1,17,"trade_when(ts_mean(returns, 20) - 0.01, rank(rank(rank(ts_covariance(snt_value, unsystematic_risk_last_90_days, 5)))), -1)",13
485,3,0.0055,0,0.01,0.03%,3.49%,9.16%,,36.50s,2,4,7,"trade_when(ts_mean(returns, 20) - 0.01, rank(ts_covariance(snt_value, unsystematic_risk_last_90_days, 5)), -1)",13
486,3,0.0055,0,0.01,0.03%,3.49%,9.16%,,40.76s,3,4,10,"trade_when(ts_mean(returns, 20) - 0.01, rank(rank(ts_covariance(snt_value, unsystematic_risk_last_90_days, 5))), -1)",13
487,3,0.0055,0,0.01,-0.03%,32.18%,9.89%,,58.47s,2,7,8,"ts_rank(ts_mean(-inverse(ts_corr(rank(rating), rank(0.61626*beta_last_60_days_spy + 0.38374*beta_last_90_days_spy), 8)) + ts_covariance(rank(rank(ts_covariance(snt_value, unsystematic_risk_last_90_days, 5))), rank(0.95343*scl12_sentiment - snt_buzz_ret + 0.04657*snt_value), 6), 7), 9)",13
488,3,0.0055,0,0.01,-0.04%,58.94%,36.45%,,28.36s,1,2,2,"ts_delta(systematic_risk_last_90_days/systematic_risk_last_30_days, 3)",19
489,3,0.0055,0,0.01,0.05%,2.26%,31.19%,,36.27s,3,9,5,"trade_when(ts_mean(returns, 20) - 0.01, ts_sum(rating, 15), -1)",2
490,3,0.0055,0,0.01,0.03%,6.06%,12.29%,,46.40s,2,3,6,"trade_when(ts_mean(returns, 20) - 0.01, ts_decay_linear(rank(ts_rank(0.02305*scl12_buzz + 0.97695*snt_buzz, 6)), 4), -1)",9
491,3,0,0,0,-0.02%,3.94%,18.23%,,42.48s,4,7,12,"trade_when(ts_mean(returns, 20) - 0.01, ts_mean(snt_value, 4), -1)",12
492,3,0,0,0,-0.01%,2.53%,19.50%,,40.38s,2,6,7,"trade_when(ts_mean(returns, 20) - 0.01, ts_mean(ts_rank(inverse(scl12_buzz)*ts_delta(systematic_risk_last_90_days, 21), 4), 30), -1)",18
493,4,1.216,1.59,0.91,-38.00%,11.59%,384.16%,,30.40s,1,5,1,"trade_when(ts_mean(returns, 20) - 0.01, ts_covariance(ts_sum(snt_buzz_ret, 8), sign(systematic_risk_last_90_days), 4), -1)",4
494,4,1.191,1.29,1.11,-16.80%,6.62%,169.48%,,30.35s,2,4,7,"trade_when(ts_mean(returns, 20) - 0.01, abs(snt_buzz)**2, -1)",10
495,4,1.191,1.29,1.11,-16.80%,6.62%,169.48%,,32.31s,1,5,3,"trade_when(ts_mean(returns, 20) - 0.01, snt_buzz**2, -1)",10
496,4,1.042,0.47,1.51,4.05%,41.47%,3.75%,,36.36s,5,9,13,#NAME?,9
497,4,1.0045,0.68,1.27,13.88%,48.71%,13.73%,,36.29s,5,2,11,"0.39022*scl12_buzz + 0.60978*snt_buzz + max(0.39022*scl12_buzz + 0.60978*snt_buzz, 0.60394*systematic_risk_last_30_days + 0.39606*systematic_risk_last_60_days)",20
498,4,0.931,0.81,1.03,-15.89%,25.61%,163.91%,,28.41s,2,2,6,abs(snt_buzz**2),10
499,4,0.931,0.59,1.21,12.33%,51.04%,14.50%,,34.72s,3,2,9,0.78044*scl12_buzz + 1.21956*snt_buzz + 0.60394*systematic_risk_last_30_days + 0.39606*systematic_risk_last_60_days,20
500,4,0.9285,1,0.87,-24.64%,18.77%,266.94%,,32.30s,5,9,12,"ts_product(0.84402*systematic_risk_last_60_days + 0.15598*systematic_risk_last_90_days, 8)",9
501,4,0.8915,0.6,1.13,13.77%,48.98%,18.83%,,36.36s,1,6,2,0.39022*scl12_buzz + 0.60978*snt_buzz + 0.60394*systematic_risk_last_30_days + 0.39606*systematic_risk_last_60_days,20
502,4,0.88,0.99,0.79,-19.47%,4.25%,232.16%,,65.20s,2,2,9,"trade_when(ts_mean(returns, 20) - 0.01, ts_covariance(ts_delta(ts_delta(snt_buzz_ret - snt_social_volume - systematic_risk_last_90_days/systematic_risk_last_60_days, 60), 15), ts_rank(rating + snt_value, 60) + ts_rank(ts_rank(snt_social_volume, 30), 5), 30), -1)",12
503,4,0.8745,0.33,1.32,2.65%,41.47%,3.08%,,30.35s,5,9,12,inverse(log(rating)),15
504,4,0.8695,0.93,0.82,16.21%,5.46%,30.65%,,46.55s,4,1,14,"trade_when(ts_mean(returns, 20) - 0.01, ts_rank(ts_min(snt_social_value, 2), 3)*ts_sum(0.2686*scl12_sentiment + 1.7314*snt_value, 120)/(ts_sum(ts_min(systematic_risk_last_90_days, 8), 15)*ts_sum(ts_min(ts_mean(systematic_risk_last_90_days, 3), 8), 15)), -1)",19
505,4,0.8695,0.93,0.82,16.21%,5.46%,30.65%,,54.45s,3,7,8,"trade_when(ts_mean(returns, 20) - 0.01, ts_rank(ts_min(snt_social_value, 2), 3)*ts_sum(0.2686*scl12_sentiment + 1.7314*snt_value, 120)/(ts_sum(ts_min(systematic_risk_last_90_days, 8), 15)*ts_sum(ts_min(ts_mean(systematic_risk_last_90_days, 3), 8), 15)), -1)",19
506,4,0.8645,0.76,0.95,7.91%,6.80%,11.61%,,75.22s,2,3,3,"trade_when(ts_mean(returns, 20) - 0.01, ts_covariance(rank(inverse(rank(ts_mean(ts_mean(ts_delta(beta_last_60_days_spy/beta_last_90_days_spy, 180), 7), 30)))), rank(((correlation_last_90_days_spy - rating)/(sign(unsystematic_risk_last_60_days)*ts_delta(rank(unsystematic_risk_last_90_days/unsystematic_risk_last_30_days), 45)) + rank(snt_value/scl12_sentiment) - ts_delta(snt_buzz, 250) - ts_sum(snt_buzz*(ts_corr(rank(snt_buzz_ret), rank(beta_last_30_days_spy/beta_last_60_days_spy), 8) + ts_decay_linear(scl12_buzz, 8))/scl12_buzz, 15))**3), 9), -1)",4
507,4,0.863,0.5,1.16,9.17%,49.32%,10.45%,,30.54s,3,3,11,0.19496*scl12_buzz + 0.80504*snt_buzz + systematic_risk_last_90_days + unsystematic_risk_last_60_days/unsystematic_risk_last_30_days,8
508,4,0.856,0.35,1.27,3.24%,41.47%,4.30%,,30.38s,2,8,6,#NAME?,6
509,4,0.8465,0.94,0.77,-18.49%,4.32%,230.57%,,68.01s,2,5,6,"trade_when(ts_mean(returns, 20) - 0.01, ts_mean(ts_covariance(ts_delta(ts_delta(snt_buzz_ret - snt_social_volume, 60), 15), ts_rank(rating + snt_value, 60) + ts_rank(ts_rank(snt_social_volume, 30), 5), 30), 4), -1)",12
510,4,0.8395,1.01,0.7,-27.57%,13.36%,309.37%,,36.29s,2,10,6,"trade_when(ts_mean(returns, 20) - 0.01, scl12_buzz**5, -1)",14
511,4,0.8265,0.81,0.84,20.88%,22.49%,40.75%,,51.29s,4,4,13,"ts_rank(ts_min(snt_social_value, 2), 3)*ts_sum(0.2686*scl12_sentiment + 1.7314*snt_value, 120)/(ts_sum(ts_delta(ts_min(correlation_last_60_days_spy**5 + snt_value**2, 15), 9), 21)*ts_sum(ts_min(systematic_risk_last_90_days, 8), 15))",19
512,4,0.7865,0.55,0.98,14.15%,45.33%,28.91%,,36.71s,3,7,8,0.39022*scl12_buzz + 0.60978*snt_buzz + 1.20788*systematic_risk_last_30_days + 0.79212*systematic_risk_last_60_days,20
513,4,0.784,0.96,0.64,-27.87%,10.81%,309.23%,,44.39s,4,8,15,"ts_covariance(ts_delta(ts_mean(unsystematic_risk_last_90_days**4, 4), 15), snt_value, 30)",12
514,4,0.781,0.55,0.97,-7.21%,22.80%,77.08%,,30.37s,3,4,9,abs(abs(snt_buzz)),10
515,4,0.781,0.55,0.97,-7.21%,22.80%,77.08%,,28.25s,1,9,3,abs(snt_buzz),10
516,4,0.766,0.7,0.82,9.20%,5.15%,16.58%,,40.47s,5,6,18,"trade_when(ts_mean(returns, 20) - 0.01, ts_rank(0.2686*scl12_sentiment + 0.7314*snt_value, 3)*ts_sum(snt_value + ts_min(systematic_risk_last_90_days, 8), 120)/ts_sum(ts_min(systematic_risk_last_90_days, 8), 15), -1)",19
517,4,0.7645,0.33,1.12,3.65%,41.10%,4.97%,,28.43s,1,9,3,"ts_covariance(rating, rating, 8)",7
518,4,0.7625,0.79,0.74,14.37%,5.45%,32.87%,,50.58s,4,8,14,"trade_when(ts_mean(returns, 20) - 0.01, ts_rank(ts_min(snt_social_value, 2), 3)*ts_sum(snt_value, 120)/(ts_sum(ts_min(systematic_risk_last_90_days, 8), 15)*ts_sum(ts_min(ts_mean(systematic_risk_last_90_days, 3), 8), 15)), -1)",19
519,4,0.754,0.71,0.79,10.15%,4.27%,15.29%,,65.18s,2,2,3,"trade_when(ts_mean(returns, 20) - 0.01, ts_corr(ts_delta(systematic_risk_last_90_days/systematic_risk_last_60_days, 10), scl12_sentiment/snt_value, 45), -1)",1
520,4,0.7415,0.78,0.71,-22.04%,18.41%,236.14%,,50.40s,2,4,6,"trade_when(ts_mean(returns, 20) - 0.01, ts_delay(ts_decay_linear(ts_corr(rank(snt_value/scl12_sentiment), rank(systematic_risk_last_30_days), 21) - ts_mean(correlation_last_30_days_spy, 7), 21), 6), -1)",16
521,4,0.7365,0.61,0.84,-6.50%,5.26%,71.93%,,38.44s,3,6,4,"trade_when(ts_mean(returns, 20) - 0.01, 0.69915*scl12_buzz + 0.30085*snt_buzz, -1)",5
522,4,0.735,0.35,1.05,7.19%,62.97%,13.91%,,32.71s,4,1,11,snt_buzz + sign(scl12_sentiment),18
523,4,0.734,0.47,0.95,-3.06%,2.15%,32.84%,,58.51s,2,6,7,"trade_when(ts_mean(returns, 20) - 0.01, rank(ts_corr(rank(rating), rank(beta_last_30_days_spy/beta_last_90_days_spy), 30)), -1)",14
524,4,0.7335,0.31,1.08,3.39%,41.47%,4.61%,,42.38s,5,4,16,"rank(beta_last_30_days_spy - rating) - ts_max(unsystematic_risk_last_90_days, 15)",13
525,4,0.731,0.39,1.01,-7.55%,51.74%,79.98%,,38.35s,3,1,9,0.59803*scl12_buzz + 0.40197*snt_buzz,11
526,4,0.731,0.39,1.01,-7.58%,51.74%,80.37%,,30.28s,2,8,6,scl12_buzz,15
527,4,0.731,0.39,1.01,-7.58%,51.74%,80.37%,,28.29s,5,8,10,scl12_buzz,6
528,4,0.7235,0.63,0.8,9.34%,14.96%,14.13%,,93.52s,2,9,4,"ts_corr(rank(ts_corr(ts_sum(beta_last_90_days_spy/beta_last_60_days_spy, 250), scl12_sentiment/snt_value, 45)), rank(rank(unsystematic_risk_last_90_days)), 6)",1
529,4,0.709,0.61,0.79,9.36%,15.92%,21.43%,,26.23s,3,3,10,correlation_last_30_days_spy + unsystematic_risk_last_90_days,18
530,4,0.709,0.61,0.79,9.36%,15.92%,21.43%,,26.32s,2,9,9,correlation_last_30_days_spy + unsystematic_risk_last_90_days,18
531,4,0.708,0.29,1.05,3.11%,41.47%,5.21%,,38.36s,2,4,6,(-correlation_last_30_days_spy + scl12_sentiment/snt_value)*(rating - 0.34108*scl12_buzz - 0.65892*snt_buzz),17
532,4,0.701,0.8,0.62,20.73%,7.89%,63.04%,,34.52s,5,1,19,"trade_when(ts_mean(returns, 20) - 0.01, ts_rank(ts_min(snt_social_value, 2), 3)/ts_sum(ts_delta(ts_min(correlation_last_60_days_spy**5 + snt_value**2, 15), 9), 21), -1)",19
533,4,0.6665,0.54,0.77,6.24%,6.96%,13.57%,,65.12s,1,7,2,"trade_when(ts_mean(returns, 20) - 0.01, ts_covariance(rank(inverse(rank(ts_mean(ts_mean(ts_delta(beta_last_60_days_spy/beta_last_90_days_spy, 180), 7), 30)))), rank(((correlation_last_90_days_spy - rating)/(sign(unsystematic_risk_last_60_days)*ts_delta(rank(unsystematic_risk_last_90_days/unsystematic_risk_last_30_days), 45)) - max(ts_delay(scl12_sentiment, 10), ts_mean(correlation_last_90_days_spy, 120)) + rank(snt_value/scl12_sentiment) - ts_delta(snt_buzz, 250))**3), 9), -1)",4
534,4,0.6455,0.53,0.74,6.40%,3.49%,17.54%,,34.29s,3,10,6,"trade_when(ts_mean(returns, 20) - 0.01, ts_corr(ts_corr(snt_social_volume, systematic_risk_last_60_days, 45), scl12_sentiment/snt_value, 45), -1)",1
535,4,0.644,0.49,0.77,13.02%,32.64%,31.84%,,26.47s,4,2,15,"ts_delta(snt_buzz_ret - snt_social_volume, 60)",12
536,4,0.644,0.49,0.77,13.02%,32.64%,31.84%,,26.30s,4,6,15,"ts_delta(snt_buzz_ret - snt_social_volume, 60)",12
537,4,0.644,0.49,0.77,13.02%,32.64%,31.84%,,42.42s,3,9,9,"ts_delta(snt_buzz_ret - snt_social_volume, 60)",12
538,4,0.6305,0.68,0.59,16.59%,7.46%,57.43%,,58.50s,5,1,20,"trade_when(ts_mean(returns, 20) - 0.01, ts_rank(ts_min(snt_social_value, 2), 3)*ts_sum(0.2686*scl12_sentiment + 1.7314*snt_value, 120)/(ts_sum(ts_min(ts_mean(systematic_risk_last_90_days, 3), 8), 15)*ts_sum(ts_sum(ts_delta(ts_min(correlation_last_60_days_spy**5 + snt_value**2, 15), 9), 21), 15)), -1)",19
539,4,0.6235,0.53,0.7,7.12%,4.43%,14.43%,,40.36s,3,9,11,"trade_when(ts_mean(returns, 20) - 0.01, ts_sum(ts_delta(ts_min(correlation_last_60_days_spy**5 + snt_value**2, 15), 9), 21)/ts_sum(ts_min(ts_delta(systematic_risk_last_90_days, 6), 8), 15), -1)",19
540,4,0.6185,0.47,0.74,4.96%,5.48%,5.85%,,32.28s,2,5,9,"abs(sign(ts_delay(ts_delay(rating, 3), 3)))",17
541,4,0.6185,0.47,0.74,4.96%,5.48%,5.85%,,26.24s,2,9,8,"abs(sign(ts_delay(abs(sign(ts_delay(rating, 3))), 3)))",17
